model_path,size,data,lr,gbsz,beta2,seed,schedule,tokens_B,iter,benchmark,task,n_shot,metric,score
HuggingFaceTB/SmolLM2-1.7B,1.7B,HuggingFaceTB/SmolLM2-1.7B,,,,,,,,other,squadv2,10,f1,3.3353
HuggingFaceTB/SmolLM2-1.7B,1.7B,HuggingFaceTB/SmolLM2-1.7B,,,,,,,,other,winogrande,0,acc,0.65904
HuggingFaceTB/SmolLM2-1.7B,1.7B,HuggingFaceTB/SmolLM2-1.7B,,,,,,,,other,wsc273,0,acc,0.79121
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,agieval_lsat_ar,3,acc,0.23913
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,arc_challenge,10,acc_norm,0.54352
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,arc_easy,10,acc_norm,0.82113
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,bigbench_cs_algorithms_generate_until,10,exact_match,0
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,bigbench_dyck_languages_generate_until,10,exact_match,0.103
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,bigbench_language_identification_multiple_choice,10,acc,0.2022
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,bigbench_operators_generate_until,10,exact_match,0
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,bigbench_qa_wikidata_generate_until,10,exact_match,0
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,bigbench_repeat_copy_logic_generate_until,10,exact_match,0
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,boolq,10,acc,0.82752
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,commonsense_qa,10,acc,0.75512
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,copa,0,acc,0.82
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,coqa,0,f1,0.79325
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,hellaswag,10,acc_norm,0.67048
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,hellaswag,0,acc_norm,0.66461
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,jeopardy,10,exact_match,0.39537
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,lambada_openai,0,acc,0.6307
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,openbookqa,0,acc_norm,0.388
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,piqa,10,acc_norm,0.76551
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,winogrande,0,acc,0.64009
Qwen/Qwen3-1.7B-Base,1.7B,Qwen/Qwen3-1.7B-Base,,,,,,,,other,wsc273,0,acc,0.78388
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,arc_challenge,10,acc_norm,0.40188
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,arc_easy,10,acc_norm,0.73485
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,bigbench_cs_algorithms_generate_until,10,exact_match,0.46591
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,bigbench_dyck_languages_generate_until,10,exact_match,0.391
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,bigbench_language_identification_multiple_choice,10,acc,0.0987
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,bigbench_operators_generate_until,10,exact_match,0.27143
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,bigbench_qa_wikidata_generate_until,10,exact_match,0.66512
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,bigbench_repeat_copy_logic_generate_until,10,exact_match,0.15625
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,boolq,10,acc,0.60948
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,commonsense_qa,10,acc,0.20229
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,copa,0,acc,0.76
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,coqa,0,f1,0.63822
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,hellaswag,10,acc_norm,0.60745
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,hellaswag,0,acc_norm,0.59888
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,jeopardy,10,exact_match,0.24988
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,lambada_openai,0,acc,0.53406
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,openbookqa,0,acc_norm,0.392
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,piqa,10,acc_norm,0.74646
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,winogrande,0,acc,0.61642
utter-project/EuroLLM-1.7B,1.7B,utter-project/EuroLLM-1.7B,,,,,,,,other,wsc273,0,acc,0.72527
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,agieval_lsat_ar,3,acc,0.19565
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,arc_challenge,10,acc_norm,0.28669
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,arc_easy,10,acc_norm,0.5888
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,bigbench_cs_algorithms_generate_until,10,exact_match,0
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,bigbench_dyck_languages_generate_until,10,exact_match,0.142
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,bigbench_language_identification_multiple_choice,10,acc,0.1005
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,bigbench_operators_generate_until,10,exact_match,0
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,bigbench_qa_wikidata_generate_until,10,exact_match,0
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,bigbench_repeat_copy_logic_generate_until,10,exact_match,0
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,boolq,10,acc,0.5633
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,commonsense_qa,10,acc,0.22359
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,copa,0,acc,0.71
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,coqa,0,f1,0.50394
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,hellaswag,0,acc_norm,0.47182
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,hellaswag,10,acc_norm,0.47919
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,jeopardy,10,exact_match,0.038262
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,lambada_openai,0,acc,0.56161
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,openbookqa,0,acc_norm,0.314
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,piqa,10,acc_norm,0.70457
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,squadv2,10,f1,15.479
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,winogrande,0,acc,0.53433
EleutherAI/pythia-1b,1B,EleutherAI/pythia-1b,,,,,,,,other,wsc273,0,acc,0.663
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,agieval_lsat_ar,3,acc,0.18261
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,arc_challenge,10,acc_norm,0.5785
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,arc_easy,10,acc_norm,0.83796
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,bigbench_cs_algorithms_generate_until,10,exact_match,0
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,bigbench_dyck_languages_generate_until,10,exact_match,0.118
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,bigbench_language_identification_multiple_choice,10,acc,0.2311
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,bigbench_operators_generate_until,10,exact_match,0
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,bigbench_qa_wikidata_generate_until,10,exact_match,0
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,bigbench_repeat_copy_logic_generate_until,10,exact_match,0
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,boolq,10,acc,0.83425
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,commonsense_qa,10,acc,0.70598
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,copa,0,acc,0.86
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,coqa,0,f1,0.79286
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,hellaswag,0,acc_norm,0.75164
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,hellaswag,10,acc_norm,0.77116
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,jeopardy,10,exact_match,0.5026
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,lambada_openai,0,acc,0.69746
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,openbookqa,0,acc_norm,0.448
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,piqa,10,acc_norm,0.80087
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,squadv2,10,f1,36.468
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,winogrande,0,acc,0.67798
HuggingFaceTB/SmolLM3-3B-Base,3B,HuggingFaceTB/SmolLM3-3B-Base,,,,,,,,other,wsc273,0,acc,0.8022
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,arc_challenge,10,acc_norm,0.63737
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,arc_easy,10,acc_norm,0.86742
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,bigbench_cs_algorithms_generate_until,10,exact_match,0
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,bigbench_dyck_languages_generate_until,10,exact_match,0.217
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,bigbench_language_identification_multiple_choice,10,acc,0.3441
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,bigbench_operators_generate_until,10,exact_match,0
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,bigbench_qa_wikidata_generate_until,10,exact_match,0
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,bigbench_repeat_copy_logic_generate_until,10,exact_match,0
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,boolq,10,acc,0.83914
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,commonsense_qa,10,acc,0.75594
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,copa,0,acc,0.86
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,coqa,0,f1,0.81661
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,hellaswag,0,acc_norm,0.7868
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,hellaswag,10,acc_norm,0.8087
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,jeopardy,10,exact_match,0.51346
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,lambada_openai,0,acc,0.71046
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,openbookqa,0,acc_norm,0.434
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,piqa,10,acc_norm,0.82862
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,winogrande,0,acc,0.69534
swiss-ai/Apertus-8B-2509,8B,swiss-ai/Apertus-8B-2509,,,,,,,,other,wsc273,0,acc,0.82784
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,agieval_lsat_ar,3,acc,0.26522
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,arc_challenge,10,acc_norm,0.68174
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,arc_easy,10,acc_norm,0.88721
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,bigbench_cs_algorithms_generate_until,10,exact_match,0
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,bigbench_dyck_languages_generate_until,10,exact_match,0.158
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,bigbench_language_identification_multiple_choice,10,acc,0.3688
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,bigbench_operators_generate_until,10,exact_match,0
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,bigbench_qa_wikidata_generate_until,10,exact_match,0
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,bigbench_repeat_copy_logic_generate_until,10,exact_match,0
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,boolq,10,acc,0.87156
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,commonsense_qa,10,acc,0.77559
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,copa,0,acc,0.88
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,coqa,0,f1,0.80436
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,hellaswag,10,acc_norm,0.81209
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,hellaswag,0,acc_norm,0.79914
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,jeopardy,10,exact_match,0.5111
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,lambada_openai,0,acc,0.68601
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,openbookqa,0,acc_norm,0.44
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,piqa,10,acc_norm,0.82971
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,squadv2,10,f1,43.48
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,winogrande,0,acc,0.75138
swiss-ai/Apertus-v1.5-8B,8B,swiss-ai/Apertus-v1.5-8B,,,,,,,,other,wsc273,0,acc,0.86447
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,arc_challenge,10,acc_norm,0.59215
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,arc_easy,10,acc_norm,0.86279
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,bigbench_cs_algorithms_generate_until,10,exact_match,0.65455
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,bigbench_dyck_languages_generate_until,10,exact_match,0.461
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,bigbench_language_identification_multiple_choice,10,acc,0.2487
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,bigbench_operators_generate_until,10,exact_match,0.55238
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,bigbench_qa_wikidata_generate_until,10,exact_match,0.74583
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,bigbench_repeat_copy_logic_generate_until,10,exact_match,0.3125
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,boolq,10,acc,0.863
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,commonsense_qa,10,acc,0.73546
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,copa,0,acc,0.88
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,coqa,0,f1,0.79888
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,hellaswag,0,acc_norm,0.77076
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,hellaswag,10,acc_norm,0.78819
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,jeopardy,10,exact_match,0.50638
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,lambada_openai,0,acc,0.68135
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,openbookqa,0,acc_norm,0.438
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,piqa,10,acc_norm,0.81066
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,winogrande,0,acc,0.69376
utter-project/EuroLLM-9B,9B,utter-project/EuroLLM-9B,,,,,,,,other,wsc273,0,acc,0.81319
