N,D,C,lr,gbsz,loss
47557632,6000000000.0,1.712074752e+18,0.0007611275682912055,16,2.931641944625652
47557632,6000000000.0,1.712074752e+18,0.0012922151717808426,32,2.9256127985677898
47557632,6000000000.0,1.712074752e+18,0.0021938767162638377,64,2.926275374731373
47557632,6000000000.0,1.712074752e+18,0.0037246854481142815,128,2.9336296731164033
47557632,12000000000.0,3.424149504e+18,0.0006309122704937747,16,2.882103661454605
47557632,12000000000.0,3.424149504e+18,0.0010595270135085662,32,2.8734407411739022
47557632,12000000000.0,3.424149504e+18,0.0017793242338998965,64,2.8719224457892545
47557632,12000000000.0,3.424149504e+18,0.002988120820874059,128,2.8775487753006637
47557632,12000000000.0,3.424149504e+18,0.005018121975763181,256,2.8903197297081284
47557632,20000000000.0,5.70691584e+18,0.00056078076978632,16,2.8533675611877825
47557632,20000000000.0,5.70691584e+18,0.0009279649550957034,32,2.8423454157366366
47557632,20000000000.0,5.70691584e+18,0.0015355714822637208,64,2.838679961697949
47557632,20000000000.0,5.70691584e+18,0.0025410224429201814,128,2.8423711990717173
47557632,20000000000.0,5.70691584e+18,0.0042048156858875245,256,2.853419127857944
47557632,20000000000.0,5.70691584e+18,0.00695801605434351,512,2.8718237480566278
47557632,30000000000.0,8.56037376e+18,0.0005379785553704315,16,2.8354573954368023
47557632,30000000000.0,8.56037376e+18,0.000857727361577763,32,2.821174303313943
47557632,30000000000.0,8.56037376e+18,0.0013675196147782847,64,2.815142371694676
47557632,30000000000.0,8.56037376e+18,0.00218030807990471,128,2.8173616005790025
47557632,30000000000.0,8.56037376e+18,0.0034761792605574383,256,2.8278319899669224
47557632,30000000000.0,8.56037376e+18,0.005542254492795247,512,2.8465535398584345
47557632,30000000000.0,8.56037376e+18,0.008836306346866411,1024,2.8735262502535397
47557632,50000000000.0,1.42672896e+19,0.0007353511987046898,32,2.8040780365137383
47557632,50000000000.0,1.42672896e+19,0.0013227152525226496,64,2.797569377023516
47557632,50000000000.0,1.42672896e+19,0.0023792381685620533,128,2.7962478063454115
47557632,50000000000.0,1.42672896e+19,0.0042796620451351335,256,2.8001133244794247
47557632,50000000000.0,1.42672896e+19,0.007698055395454426,512,2.8091659314255564
47557632,50000000000.0,1.42672896e+19,0.013846901051181908,1024,2.8234056271838055
