N,D,C,lr,gbsz,loss
124455168,300000000000.0,2.240193024e+20,0.00291748147780078,512,2.4665053004060704
124455168,300000000000.0,2.240193024e+20,0.012724337515810678,1024,2.4676201913193387
301880320,6000000000.0,1.086769152e+19,0.0004867429855469729,32,2.577171301784171
301880320,6000000000.0,1.086769152e+19,0.001005171777616856,64,2.5736927301444057
301880320,6000000000.0,1.086769152e+19,0.0016237629255552155,128,2.5756128071557205
301880320,12000000000.0,2.173538304e+19,0.00034157183950642026,32,2.5059042609303104
301880320,12000000000.0,2.173538304e+19,0.0006380925067654307,64,2.4980834753469736
301880320,12000000000.0,2.173538304e+19,0.0013365503863337997,128,2.497001845716131
301880320,12000000000.0,2.173538304e+19,0.001830716082711013,256,2.5066262101392733
301880320,20000000000.0,3.62256384e+19,0.0002196452205367807,32,2.461713951444229
301880320,20000000000.0,3.62256384e+19,0.000499656813207995,64,2.451280681865214
301880320,20000000000.0,3.62256384e+19,0.0011490484865049298,128,2.450247879400145
301880320,20000000000.0,3.62256384e+19,0.0016031544312437457,256,2.455076402251296
301880320,20000000000.0,3.62256384e+19,0.00229145468215633,512,2.4718658234122257
301880320,30000000000.0,5.43384576e+19,,32,
301880320,30000000000.0,5.43384576e+19,0.0004342302504203777,64,2.418553872812322
301880320,30000000000.0,5.43384576e+19,0.0010016252014655729,128,2.4168268139291307
301880320,30000000000.0,5.43384576e+19,0.0015435998470654897,256,2.4194398624852154
301880320,30000000000.0,5.43384576e+19,0.0023162325702476994,512,2.43098759422019
301880320,30000000000.0,5.43384576e+19,0.0029878596177448755,1024,2.4589476472993823
301880320,50000000000.0,9.0564096e+19,0.0004138965580839605,64,2.381063112138789
301880320,50000000000.0,9.0564096e+19,0.0008584880333881066,128,2.3777814605490804
301880320,50000000000.0,9.0564096e+19,0.001458675596003107,256,2.3790612124113393
301880320,50000000000.0,9.0564096e+19,0.0028230916888727976,512,2.386169679297266
301880320,50000000000.0,9.0564096e+19,0.003455675287417339,1024,2.4042274920392455
301880320,80000000000.0,1.449025536e+20,0.00028208542782419253,64,2.3474578426733914
301880320,80000000000.0,1.449025536e+20,0.0007035631907437659,128,2.345766270793592
301880320,80000000000.0,1.449025536e+20,0.0013597964414679869,256,2.3458841227523792
301880320,80000000000.0,1.449025536e+20,0.0031983561449728816,512,2.3499045786486388
301880320,80000000000.0,1.449025536e+20,0.004370560920592391,1024,2.3630614865224944
301880320,120000000000.0,2.173538304e+20,1.0394119636784882,64,0.0002704223033921842
301880320,120000000000.0,2.173538304e+20,0.0006958030782431764,128,2.321862155563306
301880320,120000000000.0,2.173538304e+20,0.0012777841725554538,256,2.320732189119887
301880320,120000000000.0,2.173538304e+20,0.002921031482250224,512,2.323397100219967
301880320,120000000000.0,2.173538304e+20,0.0062388703604966565,1024,2.3322368352601233
