N,D,C,lr,gbsz,loss
588544000,30000000000.0,1.0593792e+20,0.0005,123.81998032395762,2.3096327134126966
588544000,30000000000.0,1.0593792e+20,0.001,128.57553355568734,2.309603085212178
588544000,30000000000.0,1.0593792e+20,0.002,196.27696162013802,2.3123353820308172
588544000,30000000000.0,1.0593792e+20,0.004,270.127136467061,2.321643900468393
588544000,50000000000.0,1.765632e+20,0.0005,126.27563124454831,2.270997579185771
588544000,50000000000.0,1.765632e+20,0.001,148.4251443890935,2.2682494196679492
588544000,50000000000.0,1.765632e+20,0.002,246.83456348016193,2.2700947401584353
588544000,50000000000.0,1.765632e+20,0.004,338.7147122992435,2.277742093671337
588544000,80000000000.0,2.8250112e+20,0.0005,141.38996419326955,2.2379467734254153
588544000,80000000000.0,2.8250112e+20,0.001,176.12208814915883,2.235578801978608
588544000,80000000000.0,2.8250112e+20,0.002,303.6616188604002,2.234645207370467
588544000,80000000000.0,2.8250112e+20,0.004,411.60050548184853,2.2415622559810453
588544000,120000000000.0,4.2375168e+20,0.0005,163.4177386562907,2.2117057466208956
588544000,120000000000.0,4.2375168e+20,0.001,213.52253675134565,2.2092111033603037
588544000,120000000000.0,4.2375168e+20,0.002,360.5988795943285,2.207444466923333
588544000,120000000000.0,4.2375168e+20,0.004,490.2484247614343,2.2138647865451953
588544000,200000000000.0,7.062528e+20,0.0005,195.86514436894282,2.181797207989152
588544000,200000000000.0,7.062528e+20,0.001,249.8519911543288,2.1801827325471215
588544000,200000000000.0,7.062528e+20,0.002,463.2504397590297,2.1795019273012706
588544000,200000000000.0,7.062528e+20,0.004,650.1826109826852,2.184368084953829
588544000,300000000000.0,1.0593792e+21,0.0005,188.9864001143011,2.1621006186685685
588544000,300000000000.0,1.0593792e+21,0.001,308.2241980926524,2.1598646557696433
588544000,300000000000.0,1.0593792e+21,0.002,582.2970843111387,2.159052872091533
588544000,300000000000.0,1.0593792e+21,0.004,851.8789785134,2.164105827785595
983138304,6000000000.0,3.5392978944e+19,0.00025,35.543916035959654,2.432289742880283
983138304,6000000000.0,3.5392978944e+19,0.0005,56.89132314736877,2.4245698775004443
983138304,6000000000.0,3.5392978944e+19,0.001,64.59257316039832,2.4305346232705283
983138304,6000000000.0,3.5392978944e+19,0.002,114.8977011722209,2.4431982828186176
983138304,6000000000.0,3.5392978944e+19,0.004,0.9516951530106196,0.0007508730110159153
983138304,12000000000.0,7.0785957888e+19,0.00025,54.56271322349362,2.3419507296862454
983138304,12000000000.0,7.0785957888e+19,0.0005,80.78172760329981,2.335226491054765
983138304,12000000000.0,7.0785957888e+19,0.001,89.00997468821915,2.3448195889819354
